0.001,0.001,0,0.6,0.01,262.051,231.014,211.58,93.67162126254233,7.654781540566868,13.345374892796858
0.001,0.001,0,0.6,0.09333333,262.417,231.344,212.8,93.80927488891967,7.795621417735655,12.90885769873622
0.001,0.001,0,0.6,0.17666667,262.62,231.562,213.07,93.88522904889963,7.795348897662424,12.880715639163952
0.001,0.001,0,0.6,0.25,262.848,231.685,213.7,93.94814960149306,7.905600172315008,12.64633562397821
0.001,0.001,0,0.65,0.01,262.051,231.014,211.58,93.67162126254233,7.654781540566868,13.345374892796858
0.001,0.001,0,0.65,0.09333333,262.417,231.344,212.8,93.80927488891967,7.795621417735655,12.90885769873622
0.001,0.001,0,0.65,0.17666667,262.62,231.562,213.07,93.88522904889963,7.795348897662424,12.880715639163952
0.001,0.001,0,0.65,0.25,262.848,231.685,213.7,93.94814960149306,7.905600172315008,12.64633562397821
0.001,0.001,0,0.75,0.01,262.051,231.014,211.58,93.67162126254233,7.654781540566868,13.345374892796858
0.001,0.001,0,0.75,0.09333333,262.417,231.344,212.8,93.80927488891967,7.795621417735655,12.90885769873622
0.001,0.001,0,0.75,0.17666667,262.62,231.562,213.07,93.88522904889963,7.795348897662424,12.880715639163952
0.001,0.001,0,0.75,0.25,262.848,231.685,213.7,93.94814960149306,7.905600172315008,12.64633562397821
0.001,0.001,0,0.8,0.01,262.051,231.014,211.58,93.67162126254233,7.654781540566868,13.345374892796858
0.001,0.001,0,0.8,0.09333333,262.417,231.344,212.8,93.80927488891967,7.795621417735655,12.90885769873622
0.001,0.001,0,0.8,0.17666667,262.62,231.562,213.07,93.88522904889963,7.795348897662424,12.880715639163952
0.001,0.001,0,0.8,0.25,262.848,231.685,213.7,93.94814960149306,7.905600172315008,12.64633562397821
0.001,0.001,0,0.85,0.01,262.051,231.014,211.58,93.67162126254233,7.654781540566868,13.345374892796858
0.001,0.001,0,0.85,0.09333333,262.417,231.344,212.8,93.80927488891967,7.795621417735655,12.90885769873622
0.001,0.001,0,0.85,0.17666667,262.62,231.562,213.07,93.88522904889963,7.795348897662424,12.880715639163952
0.001,0.001,0,0.85,0.25,262.848,231.685,213.7,93.94814960149306,7.905600172315008,12.64633562397821
0.001,0.001,0.25,0.6,0.01,261.877,230.912,211.21,93.62425519909398,7.591992684425952,13.464736169516222
0.001,0.001,0.25,0.6,0.09333333,262.089,231.054,212.49,93.70420832703415,7.780083805628335,12.921102793666584
0.001,0.001,0.25,0.6,0.17666667,262.16,231.072,213.11,93.7282592883663,7.887669315887857,12.632204589840669
