Cm,Ch,Bm,Bh,T,sR,sG,sB,L,A,B
0.013,0.15,0.01,0.6,0.25,181,136,128,60.77212464040397,16.033799273518,10.979099781108491
0.013,0.15,0.01,0.7,0.01,171,79,86,45.525788764978486,38.36345509910388,14.181144260167834
0.013,0.15,0.01,0.7,0.07,180,115,103,55.013482126290015,24.209398894178168,17.30337664198929
0.013,0.15,0.01,0.7,0.13,178,106,116,52.98555670677975,29.97124807218715,6.832396121730455
0.013,0.15,0.01,0.7,0.19,186,131,123,59.97935586100162,20.12220365355394,12.793891244409794
0.013,0.15,0.01,0.7,0.25,181,135,132,60.61916310684559,17.16004522133624,8.483562082033313
0.013,0.15,0.01,0.8,0.01,175,83,84,46.895308463366064,37.616620475463655,17.355966206853847
0.013,0.15,0.01,0.8,0.07,182,116,106,55.558596844734794,24.794959749549484,16.35489914195931
0.013,0.15,0.01,0.8,0.13,182,108,113,53.87961760796344,30.031555676500233,9.937635303360537
0.013,0.15,0.01,0.8,0.19,193,128,119,59.98469096638098,24.045260519490963,15.20554103425733
0.013,0.15,0.01,0.8,0.25,187,133,128,60.6906151661705,20.063711973301814,10.957684969879944
0.013,0.32,0.01,0.6,0.01,135,60,71,35.66870923313866,33.20735873069241,8.982114056736023
0.013,0.32,0.01,0.6,0.07,150,95,111,46.731353438199484,24.69703173253207,0.3332135622107879
0.013,0.32,0.01,0.6,0.13,154,107,120,50.38233917969899,20.74222116491037,0.332118656086533
0.013,0.32,0.01,0.6,0.19,150,117,124,52.57636419436702,14.065685308859655,1.1135883655972512
0.013,0.32,0.01,0.6,0.25,171,124,128,56.713707214513136,18.86642099972463,5.051532964476135
0.013,0.32,0.01,0.7,0.01,140,62,63,36.70413605897715,33.28302501356681,15.59624673941391
0.013,0.32,0.01,0.7,0.07,155,98,108,47.989040813595935,24.484022542285878,4.039687302113593
0.013,0.32,0.01,0.7,0.13,157,105,125,50.39465829973126,23.838838973543886,-2.577210894086912
0.013,0.32,0.01,0.7,0.19,163,112,125,52.7899557286526,22.13091347530205,1.012350145879326
0.013,0.32,0.01,0.7,0.25,166,128,132,57.279580556513906,15.277395783209524,3.484714735192762
0.013,0.32,0.01,0.8,0.01,149,63,72,38.57175622097752,37.0127159984284,12.722066176991131
0.013,0.32,0.01,0.8,0.07,164,95,110,48.513400496281335,29.921783544222592,3.7450296587256293
0.013,0.32,0.01,0.8,0.13,165,103,124,50.86707295018806,27.83063403872038,-1.176199586262494
0.013,0.32,0.01,0.8,0.19,161,113,125,52.803647332782134,20.791490437740478,1.0041403921494885
0.013,0.32,0.01,0.8,0.25,174,124,125,56.9714780387269,19.596710650890248,7.201489039745423
0.042,0.003,0.01,0.6,0.01,231,195,157,80.98875042925017,7.390328439817184,23.870790123414686
0.042,0.003,0.01,0.6,0.07,226,181,135,76.65680940588265,10.235904135708296,29.60609301046835
0.042,0.003,0.01,0.6,0.13,220,170,125,73.18302794464945,12.626969162532975,30.219749589155498
0.042,0.003,0.01,0.6,0.19,216,165,117,71.4132262894038,12.870144397104044,32.09043231592854
0.042,0.003,0.01,0.6,0.25,213,155,117,68.65793429883085,17.05371023138963,28.427156681804288
0.042,0.003,0.01,0.7,0.01,230,193,156,80.38197000541332,7.932088000554172,23.556907454017374
0.042,0.003,0.01,0.7,0.07,227,181,134,76.73800304820529,10.523547382793652,30.260560963348837
0.042,0.003,0.01,0.7,0.13,222,171,124,73.61584801773692,12.791036681394697,31.35810430208299
0.042,0.003,0.01,0.7,0.19,216,164,116,71.15183314614102,13.307962160761743,32.283649626244596
0.042,0.003,0.01,0.7,0.25,211,156,116,68.66780580149809,15.599755261457737,28.94150682357306
0.042,0.003,0.01,0.8,0.01,231,194,158,80.7601541124689,8.04223144293087,23.028590523781922
0.042,0.003,0.01,0.8,0.07,226,180,136,76.42782330506,10.878139880830807,28.77165184887607
0.042,0.003,0.01,0.8,0.13,222,170,121,73.32262964672886,13.019772387004135,32.566901386969896
0.042,0.003,0.01,0.8,0.19,216,164,115,71.13597240608507,13.20856817644489,32.79500171565939
0.042,0.003,0.01,0.8,0.25,212,157,116,69.01847193070408,15.463370174232827,29.42177740180314
0.042,0.017,0.01,0.6,0.01,213,148,121,67.05484114044631,21.267031950713612,24.108963165692554
0.042,0.017,0.01,0.6,0.07,206,145,111,65.37215429041329,19.040260815116174,27.226805027895608
0.042,0.017,0.01,0.6,0.13,205,141,113,64.33826331147303,21.024870310041965,24.733245143216067
0.042,0.017,0.01,0.6,0.19,201,137,112,62.90837162266888,21.49671868788988,23.296752868714286
0.042,0.017,0.01,0.6,0.25,199,138,103,62.757395693694306,19.214535670432465,28.045492250270176
0.042,0.017,0.01,0.7,0.01,213,150,118,67.47538692495448,19.866114833676175,26.31787544818014
0.042,0.017,0.01,0.7,0.07,209,143,115,65.30745412042683,21.74998796186739,25.00066481828016
0.042,0.017,0.01,0.7,0.13,205,140,111,64.06475381243085,21.36299244912332,25.47685035546412
0.042,0.017,0.01,0.7,0.19,198,137,107,62.47141131575786,19.758832896189794,25.435964323927184
0.042,0.017,0.01,0.7,0.25,196,136,104,61.94825669481337,19.185389152935162,26.367760591343227
0.042,0.017,0.01,0.8,0.01,216,153,116,68.49002604642115,19.243356018589175,28.809832064276762
0.042,0.017,0.01,0.8,0.07,211,145,115,66.00924057984166,21.465263808032596,25.97555477203859
0.042,0.017,0.01,0.8,0.13,206,140,110,64.16264767071289,21.66422414538305,26.18060207569051
0.042,0.017,0.01,0.8,0.19,203,138,102,63.20313219718443,20.75401965293122,29.264185244339846
0.042,0.017,0.01,0.8,0.25,199,139,98,62.91714936276398,18.186813112667178,30.99128360822214
0.042,0.059,0.01,0.6,0.01,182,100,88,51.56817698250434,31.69979443813242,21.42093938781858
0.042,0.059,0.01,0.6,0.07,185,112,92,54.735146957437095,26.73875154179045,23.37442584675046
0.042,0.059,0.01,0.6,0.13,189,114,105,55.95958237509376,28.56169385841689,17.62466107088978
0.042,0.059,0.01,0.6,0.19,183,112,104,54.714113239565734,27.178862243521007,16.374845101464697
0.042,0.059,0.01,0.6,0.25,183,116,101,55.580096074078455,24.641040438859452,19.289765280446304
0.042,0.059,0.01,0.7,0.01,188,105,89,53.508237507900375,31.469353728073358,23.556118082695367
0.042,0.059,0.01,0.7,0.07,186,111,98,54.75021202575421,28.281201894168106,19.964515519099415
0.042,0.059,0.01,0.7,0.13,186,112,101,55.03717444615059,28.04430449420997,18.61783930969354
0.042,0.059,0.01,0.7,0.19,186,113,101,55.26523685635276,27.496092341404875,18.927155619605518
0.042,0.059,0.01,0.7,0.25,188,118,103,56.709463082661046,25.75779862139943,19.773947384562906
0.042,0.059,0.01,0.8,0.01,192,104,89,53.843214814326586,33.57842442222042,24.09932045004207
0.042,0.059,0.01,0.8,0.07,189,114,96,55.78291484854856,27.639621119917468,22.56537855185494
0.042,0.059,0.01,0.8,0.13,188,111,101,55.07097031506568,29.381642975576938,18.70716510886481
