Cm,Ch,Bm,Bh,T,sR,sG,sB,L,A,B
0.0135,0.02,0.01,0.75,0.125,222,158,135,70.84757899469334,20.63129548626197,21.64499588883746
0.0135,0.02,0.01,0.75,0.13,221,159,134,71.07814311714783,19.99636031120583,22.073488498794248
0.0135,0.02,0.01,0.75,0.135,223,160,135,71.49408783426581,20.02060007168377,22.272427437114683
0.0135,0.02,0.01,0.8,0.115,222,158,132,70.791601281104,20.878686936517788,23.21676206212777
0.0135,0.02,0.01,0.8,0.12,222,156,135,70.39092645231267,21.783853258116046,20.75893127815871
0.0135,0.02,0.01,0.8,0.125,222,157,135,70.5219960741595,21.72574657361076,21.054462469130698
0.0135,0.02,0.01,0.8,0.13,223,158,134,71.09232842579559,21.10810231133009,22.608061310306994
0.0135,0.02,0.01,0.8,0.135,224,158,138,71.1873075938479,22.040698027647522,20.30460242178438
0.0135,0.02,0.01,0.85,0.115,226,156,136,70.8340586468774,23.50005296913865,21.00039345878497
0.0135,0.02,0.01,0.85,0.12,226,156,137,70.89400842125568,23.699978848546298,20.249135231687852
0.0135,0.02,0.01,0.85,0.125,225,155,141,70.50712944493212,24.368088552412182,18.004429848443348
0.0135,0.02,0.01,0.85,0.13,223,157,139,70.72427988091285,22.409968221600074,19.37064191065081
0.0135,0.02,0.01,0.85,0.135,224,156,142,70.85037396283492,23.435281916631133,17.72766509923429
0.0135,0.07,0.01,0.6,0.115,193,122,118,58.790915062989086,26.93831719372014,13.80095789716902
0.0135,0.07,0.01,0.6,0.12,194,123,115,59.10874893704364,26.548318454939988,15.770975272014276
0.0135,0.07,0.01,0.6,0.125,196,124,123,59.663252708624,27.734550057955886,11.95708517479317
0.0135,0.07,0.01,0.6,0.13,197,123,126,59.74131433885459,29.053551857306235,10.717991092966095
0.0135,0.07,0.01,0.6,0.135,196,125,123,59.94312393863757,27.206997787604493,12.54098714466354
0.0135,0.07,0.01,0.65,0.115,199,120,119,59.12095860010746,30.42187861486534,13.567132886290633
0.0135,0.07,0.01,0.65,0.12,198,123,119,59.68221454673446,28.859769847246973,14.79581401759862
0.0135,0.07,0.01,0.65,0.125,199,126,120,60.47797651252762,27.75142464949587,15.19234431398262
0.0135,0.07,0.01,0.65,0.13,202,123,119,60.13922788430129,30.090042569106355,15.120692408992099
0.0135,0.07,0.01,0.65,0.135,200,123,117,59.85016455738719,29.37878332236338,16.30726896893455
0.0135,0.07,0.01,0.75,0.115,199,123,115,59.596478602554384,28.943551520558387,16.647606461446497
0.0135,0.07,0.01,0.75,0.12,200,119,116,58.890571586452154,31.083126249860705,15.151274957143567
0.0135,0.07,0.01,0.75,0.125,200,122,122,59.68540879193759,30.45798582276499,13.154979549829694
0.0135,0.07,0.01,0.75,0.13,202,119,123,59.25068489234364,32.759975034811816,11.706102044887645
0.0135,0.07,0.01,0.75,0.135,204,123,122,60.485961799782785,31.533799173813826,14.084753428293006
0.0135,0.07,0.01,0.8,0.115,198,123,122,59.58642835649522,28.96387366380926,12.870550582963247
0.0135,0.07,0.01,0.8,0.12,197,123,123,59.544074988818906,29.028744676498185,12.295050528390883
0.0135,0.07,0.01,0.8,0.125,199,124,123,60.10080413982827,28.772321380101552,12.71528713457062
0.0135,0.07,0.01,0.8,0.13,200,122,121,59.7234226009907,29.997507703244107,13.709697277031685
0.0135,0.07,0.01,0.8,0.135,203,128,118,61.331769260134195,27.729815038297968,17.66929232338392
0.0135,0.07,0.01,0.85,0.115,202,121,118,59.68274355332747,31.144925926368362,15.41647967318105
0.0135,0.07,0.01,0.85,0.12,199,123,122,59.71685600809505,29.557288790535484,13.193735461061372
0.0135,0.07,0.01,0.85,0.125,199,122,122,59.66429051678733,29.77099118934523,12.718339171012127
0.0135,0.07,0.01,0.85,0.13,202,123,119,60.14050455742243,30.34146854748493,15.17852296580402
0.0135,0.07,0.01,0.85,0.135,204,129,117,61.58625374599444,27.8413927224338,18.538058111947663
0.0135,0.16,0.01,0.6,0.115,171,111,109,53.42076440257084,23.404128685700687,11.1231462911209
0.0135,0.16,0.01,0.6,0.12,172,112,111,53.73878040860228,23.578624517847977,10.67553784202666
0.0135,0.16,0.01,0.6,0.125,171,108,119,52.81242192829119,26.737599146928027,4.608312057138475
0.0135,0.16,0.01,0.6,0.13,173,103,115,51.85922072561941,29.45311181255883,5.41903324353965
0.0135,0.16,0.01,0.6,0.135,172,107,117,52.58278412796632,27.191033521183016,5.420868585555327
0.0135,0.16,0.01,0.65,0.115,175,108,108,53.00455047753921,26.66704915791923,11.385556035554888
0.0135,0.16,0.01,0.65,0.12,177,109,109,53.59840256942611,27.02258762757992,11.330907926623123
0.0135,0.16,0.01,0.65,0.125,174,104,117,52.20290212254527,29.89933521251531,4.972351402971498
0.0135,0.16,0.01,0.65,0.13,176,102,112,51.93360621388145,30.903120068884792,7.25696735704775
0.0135,0.16,0.01,0.65,0.135,175,108,114,53.15039378419587,27.699358590535795,7.931324359278968
0.0135,0.16,0.01,0.75,0.115,182,105,113,53.2879309489266,31.70286246766968,8.61796010155842
0.0135,0.16,0.01,0.75,0.12,181,106,112,53.41161152926726,30.615607691502454,9.658256126586618
0.0135,0.16,0.01,0.75,0.125,178,101,113,51.907901487596845,32.51949762538431,6.544323746158098
0.0135,0.16,0.01,0.75,0.13,180,109,112,54.04155140506825,28.629651480652218,10.325173146347776
0.0135,0.16,0.01,0.75,0.135,177,113,113,54.62312397580742,25.071725930358834,10.435108147476457
0.0135,0.16,0.01,0.8,0.115,183,108,113,54.208850797197854,30.45634499483707,10.27594437624606
0.0135,0.16,0.01,0.8,0.12,185,107,108,54.06529848862871,31.080389170783818,13.153524249526294
0.0135,0.16,0.01,0.8,0.125,183,108,113,54.22698304932722,30.290501396500467,10.33099839013878
0.0135,0.16,0.01,0.8,0.13,185,107,115,54.2723809487845,31.76040198273167,8.962822244719426
0.0135,0.16,0.01,0.8,0.135,185,113,115,55.52009613423037,28.71605540301858,10.708993336516247
